Region/Country/Area,,Year,Series,Value,Footnotes,Source
8,Albania,2004,Health personnel: Physicians (number),3699,,"World Health Organisation (WHO), Geneva, WHO Global Health Workforce statistics database, last accessed June 2021."
8,Albania,2004,Health personnel: Physicians (per 1000 population),1.2,,"World Health Organisation (WHO), Geneva, WHO Global Health Workforce statistics database, last accessed June 2021."
8,Albania,2004,Health personnel: Nurses and midwives (number),11136,,"World Health Organisation (WHO), Geneva, WHO Global Health Workforce statistics database, last accessed June 2021."
8,Albania,2004,Health personnel: Nurses and midwives personnel (per 1000 population),3.6,,"World Health Organisation (WHO), Geneva, WHO Global Health Workforce statistics database, last accessed June 2021."
8,Albania,2005,Health personnel: Nurses and midwives (number),11136,,"World Health Organisation (WHO), Geneva, WHO Global Health Workforce statistics database, last accessed June 2021."
8,Albania,2005,Health personnel: Nurses and midwives personnel (per 1000 population),3.6,,"World Health Organisation (WHO), Geneva, WHO Global Health Workforce statistics database, last accessed June 2021."
8,Albania,2006,Health personnel: Physicians (number),3626,,"World Health Organisation (WHO), Geneva, WHO Global Health Workforce statistics database, last accessed June 2021."
8,Albania,2006,Health personnel: Physicians (per 1000 population),1.2,,"World Health Organisation (WHO), Geneva, WHO Global Health Workforce statistics database, last accessed June 2021."
8,Albania,2006,Health personnel: Dentists (number),1035,,"World Health Organisation (WHO), Geneva, WHO Global Health Workforce statistics database, last accessed June 2021."
8,Albania,2006,Health personnel: Dentists (per 1000 population),0.3,,"World Health Organisation (WHO), Geneva, WHO Global Health Workforce statistics database, last accessed June 2021."
8,Albania,2006,Health personnel: Pharmacists (number),1173,,"World Health Organisation (WHO), Geneva, WHO Global Health Workforce statistics database, last accessed June 2021."
8,Albania,2006,Health personnel: Pharmacists (per 1000 population),0.4,,"World Health Organisation (WHO), Geneva, WHO Global Health Workforce statistics database, last accessed June 2021."
8,Albania,2006,Health personnel: Nurses and midwives (number),12746,,"World Health Organisation (WHO), Geneva, WHO Global Health Workforce statistics database, last accessed June 2021."
8,Albania,2006,Health personnel: Nurses and midwives personnel (per 1000 population),4.2,,"World Health Organisation (WHO), Geneva, WHO Global Health Workforce statistics database, last accessed June 2021."
8,Albania,2010,Health personnel: Physicians (number),3640,,"World Health Organisation (WHO), Geneva, WHO Global Health Workforce statistics database, last accessed June 2021."
8,Albania,2010,Health personnel: Physicians (per 1000 population),1.2,,"World Health Organisation (WHO), Geneva, WHO Global Health Workforce statistics database, last accessed June 2021."
8,Albania,2010,Health personnel: Pharmacists (number),1324,,"World Health Organisation (WHO), Geneva, WHO Global Health Workforce statistics database, last accessed June 2021."
8,Albania,2010,Health personnel: Pharmacists (per 1000 population),0.4,,"World Health Organisation (WHO), Geneva, WHO Global Health Workforce statistics database, last accessed June 2021."
8,Albania,2010,Health personnel: Nurses and midwives (number),11846,,"World Health Organisation (WHO), Geneva, WHO Global Health Workforce statistics database, last accessed June 2021."
8,Albania,2010,Health personnel: Nurses and midwives personnel (per 1000 population),4,,"World Health Organisation (WHO), Geneva, WHO Global Health Workforce statistics database, last accessed June 2021."
8,Albania,2013,Health personnel: Physicians (number),3709,,"World Health Organisation (WHO), Geneva, WHO Global Health Workforce statistics database, last accessed June 2021."
8,Albania,2013,Health personnel: Physicians (per 1000 population),1.3,,"World Health Organisation (WHO), Geneva, WHO Global Health Workforce statistics database, last accessed June 2021."
8,Albania,2013,Health personnel: Pharmacists (number),2441,,"World Health Organisation (WHO), Geneva, WHO Global Health Workforce statistics database, last accessed June 2021."
8,Albania,2013,Health personnel: Pharmacists (per 1000 population),0.8,,"World Health Organisation (WHO), Geneva, WHO Global Health Workforce statistics database, last accessed June 2021."
8,Albania,2013,Health personnel: Nurses and midwives (number),12455,,"World Health Organisation (WHO), Geneva, WHO Global Health Workforce statistics database, last accessed June 2021."
8,Albania,2013,Health personnel: Nurses and midwives personnel (per 1000 population),4.3,,"World Health Organisation (WHO), Geneva, WHO Global Health Workforce statistics database, last accessed June 2021."
8,Albania,2018,Health personnel: Physicians (number),6222,,"World Health Organisation (WHO), Geneva, WHO Global Health Workforce statistics database, last accessed June 2021."
8,Albania,2018,Health personnel: Physicians (per 1000 population),2.2,,"World Health Organisation (WHO), Geneva, WHO Global Health Workforce statistics database, last accessed June 2021."
8,Albania,2018,Health personnel: Dentists (number),2973,,"World Health Organisation (WHO), Geneva, WHO Global Health Workforce statistics database, last accessed June 2021."
8,Albania,2018,Health personnel: Dentists (per 1000 population),1,,"World Health Organisation (WHO), Geneva, WHO Global Health Workforce statistics database, last accessed June 2021."
8,Albania,2018,Health personnel: Pharmacists (number),3125,,"World Health Organisation (WHO), Geneva, WHO Global Health Workforce statistics database, last accessed June 2021."
8,Albania,2018,Health personnel: Pharmacists (per 1000 population),1.1,,"World Health Organisation (WHO), Geneva, WHO Global Health Workforce statistics database, last accessed June 2021."
8,Albania,2018,Health personnel: Nurses and midwives (number),24403,,"World Health Organisation (WHO), Geneva, WHO Global Health Workforce statistics database, last accessed June 2021."
8,Albania,2018,Health personnel: Nurses and midwives personnel (per 1000 population),8.5,,"World Health Organisation (WHO), Geneva, WHO Global Health Workforce statistics database, last accessed June 2021."
8,Albania,2019,Health personnel: Physicians (number),4745,,"World Health Organisation (WHO), Geneva, WHO Global Health Workforce statistics database, last accessed June 2021."
8,Albania,2019,Health personnel: Physicians (per 1000 population),1.6,,"World Health Organisation (WHO), Geneva, WHO Global Health Workforce statistics database, last accessed June 2021."
8,Albania,2019,Health personnel: Nurses and midwives (number),14658,,"World Health Organisation (WHO), Geneva, WHO Global Health Workforce statistics database, last accessed June 2021."
8,Albania,2019,Health personnel: Nurses and midwives personnel (per 1000 population),5.1,,"World Health Organisation (WHO), Geneva, WHO Global Health Workforce statistics database, last accessed June 2021."
12,Algeria,2002,Health personnel: Physicians (number),35368,,"World Health Organisation (WHO), Geneva, WHO Global Health Workforce statistics database, last accessed June 2021."
12,Algeria,2002,Health personnel: Physicians (per 1000 population),1.1,,"World Health Organisation (WHO), Geneva, WHO Global Health Workforce statistics database, last accessed June 2021."
12,Algeria,2002,Health personnel: Dentists (number),8861,,"World Health Organisation (WHO), Geneva, WHO Global Health Workforce statistics database, last accessed June 2021."
12,Algeria,2002,Health personnel: Dentists (per 1000 population),0.3,,"World Health Organisation (WHO), Geneva, WHO Global Health Workforce statistics database, last accessed June 2021."
12,Algeria,2002,Health personnel: Pharmacists (number),5413,,"World Health Organisation (WHO), Geneva, WHO Global Health Workforce statistics database, last accessed June 2021."
12,Algeria,2002,Health personnel: Pharmacists (per 1000 population),0.2,,"World Health Organisation (WHO), Geneva, WHO Global Health Workforce statistics database, last accessed June 2021."
12,Algeria,2002,Health personnel: Nurses and midwives (number),69749,,"World Health Organisation (WHO), Geneva, WHO Global Health Workforce statistics database, last accessed June 2021."
12,Algeria,2002,Health personnel: Nurses and midwives personnel (per 1000 population),2.2,,"World Health Organisation (WHO), Geneva, WHO Global Health Workforce statistics database, last accessed June 2021."
12,Algeria,2005,Health personnel: Physicians (number),33952,,"World Health Organisation (WHO), Geneva, WHO Global Health Workforce statistics database, last accessed June 2021."
12,Algeria,2005,Health personnel: Physicians (per 1000 population),1,,"World Health Organisation (WHO), Geneva, WHO Global Health Workforce statistics database, last accessed June 2021."
12,Algeria,2005,Health personnel: Dentists (number),9022,,"World Health Organisation (WHO), Geneva, WHO Global Health Workforce statistics database, last accessed June 2021."
12,Algeria,2005,Health personnel: Dentists (per 1000 population),0.3,,"World Health Organisation (WHO), Geneva, WHO Global Health Workforce statistics database, last accessed June 2021."
12,Algeria,2005,Health personnel: Pharmacists (number),6104,,"World Health Organisation (WHO), Geneva, WHO Global Health Workforce statistics database, last accessed June 2021."
12,Algeria,2005,Health personnel: Pharmacists (per 1000 population),0.2,,"World Health Organisation (WHO), Geneva, WHO Global Health Workforce statistics database, last accessed June 2021."
12,Algeria,2007,Health personnel: Physicians (number),40857,,"World Health Organisation (WHO), Geneva, WHO Global Health Workforce statistics database, last accessed June 2021."
12,Algeria,2007,Health personnel: Physicians (per 1000 population),1.2,,"World Health Organisation (WHO), Geneva, WHO Global Health Workforce statistics database, last accessed June 2021."
12,Algeria,2007,Health personnel: Dentists (number),10621,,"World Health Organisation (WHO), Geneva, WHO Global Health Workforce statistics database, last accessed June 2021."
12,Algeria,2007,Health personnel: Dentists (per 1000 population),0.3,,"World Health Organisation (WHO), Geneva, WHO Global Health Workforce statistics database, last accessed June 2021."
12,Algeria,2007,Health personnel: Pharmacists (number),7417,,"World Health Organisation (WHO), Geneva, WHO Global Health Workforce statistics database, last accessed June 2021."
12,Algeria,2007,Health personnel: Pharmacists (per 1000 population),0.2,,"World Health Organisation (WHO), Geneva, WHO Global Health Workforce statistics database, last accessed June 2021."
12,Algeria,2007,Health personnel: Nurses and midwives (number),65919,,"World Health Organisation (WHO), Geneva, WHO Global Health Workforce statistics database, last accessed June 2021."
12,Algeria,2007,Health personnel: Nurses and midwives personnel (per 1000 population),1.9,,"World Health Organisation (WHO), Geneva, WHO Global Health Workforce statistics database, last accessed June 2021."
12,Algeria,2018,Health personnel: Physicians (number),72604,,"World Health Organisation (WHO), Geneva, WHO Global Health Workforce statistics database, last accessed June 2021."
12,Algeria,2018,Health personnel: Physicians (per 1000 population),1.7,,"World Health Organisation (WHO), Geneva, WHO Global Health Workforce statistics database, last accessed June 2021."
12,Algeria,2018,Health personnel: Dentists (number),15437,,"World Health Organisation (WHO), Geneva, WHO Global Health Workforce statistics database, last accessed June 2021."
12,Algeria,2018,Health personnel: Dentists (per 1000 population),0.4,,"World Health Organisation (WHO), Geneva, WHO Global Health Workforce statistics database, last accessed June 2021."
12,Algeria,2018,Health personnel: Pharmacists (number),18807,,"World Health Organisation (WHO), Geneva, WHO Global Health Workforce statistics database, last accessed June 2021."
12,Algeria,2018,Health personnel: Pharmacists (per 1000 population),0.4,,"World Health Organisation (WHO), Geneva, WHO Global Health Workforce statistics database, last accessed June 2021."
12,Algeria,2018,Health personnel: Nurses and midwives (number),65359,,"World Health Organisation (WHO), Geneva, WHO Global Health Workforce statistics database, last accessed June 2021."
12,Algeria,2018,Health personnel: Nurses and midwives personnel (per 1000 population),1.5,,"World Health Organisation (WHO), Geneva, WHO Global Health Workforce statistics database, last accessed June 2021."
20,Andorra,2005,Health personnel: Physicians (number),255,,"World Health Organisation (WHO), Geneva, WHO Global Health Workforce statistics database, last accessed June 2021."
20,Andorra,2005,Health personnel: Physicians (per 1000 population),3.2,,"World Health Organisation (WHO), Geneva, WHO Global Health Workforce statistics database, last accessed June 2021."
20,Andorra,2005,Health personnel: Dentists (number),46,,"World Health Organisation (WHO), Geneva, WHO Global Health Workforce statistics database, last accessed June 2021."
20,Andorra,2005,Health personnel: Dentists (per 1000 population),0.6,,"World Health Organisation (WHO), Geneva, WHO Global Health Workforce statistics database, last accessed June 2021."
20,Andorra,2005,Health personnel: Pharmacists (number),72,,"World Health Organisation (WHO), Geneva, WHO Global Health Workforce statistics database, last accessed June 2021."
20,Andorra,2005,Health personnel: Pharmacists (per 1000 population),0.9,,"World Health Organisation (WHO), Geneva, WHO Global Health Workforce statistics database, last accessed June 2021."
20,Andorra,2005,Health personnel: Nurses and midwives (number),266,,"World Health Organisation (WHO), Geneva, WHO Global Health Workforce statistics database, last accessed June 2021."
20,Andorra,2005,Health personnel: Nurses and midwives personnel (per 1000 population),3.4,,"World Health Organisation (WHO), Geneva, WHO Global Health Workforce statistics database, last accessed June 2021."
20,Andorra,2009,Health personnel: Physicians (number),266,,"World Health Organisation (WHO), Geneva, WHO Global Health Workforce statistics database, last accessed June 2021."
20,Andorra,2009,Health personnel: Physicians (per 1000 population),3.1,,"World Health Organisation (WHO), Geneva, WHO Global Health Workforce statistics database, last accessed June 2021."
20,Andorra,2009,Health personnel: Dentists (number),51,,"World Health Organisation (WHO), Geneva, WHO Global Health Workforce statistics database, last accessed June 2021."
20,Andorra,2009,Health personnel: Dentists (per 1000 population),0.6,,"World Health Organisation (WHO), Geneva, WHO Global Health Workforce statistics database, last accessed June 2021."
20,Andorra,2009,Health personnel: Pharmacists (number),78,,"World Health Organisation (WHO), Geneva, WHO Global Health Workforce statistics database, last accessed June 2021."
20,Andorra,2009,Health personnel: Pharmacists (per 1000 population),0.9,,"World Health Organisation (WHO), Geneva, WHO Global Health Workforce statistics database, last accessed June 2021."
20,Andorra,2009,Health personnel: Nurses and midwives (number),311,,"World Health Organisation (WHO), Geneva, WHO Global Health Workforce statistics database, last accessed June 2021."
20,Andorra,2009,Health personnel: Nurses and midwives personnel (per 1000 population),3.7,,"World Health Organisation (WHO), Geneva, WHO Global Health Workforce statistics database, last accessed June 2021."
20,Andorra,2015,Health personnel: Physicians (number),260,,"World Health Organisation (WHO), Geneva, WHO Global Health Workforce statistics database, last accessed June 2021."
20,Andorra,2015,Health personnel: Physicians (per 1000 population),3.3,,"World Health Organisation (WHO), Geneva, WHO Global Health Workforce statistics database, last accessed June 2021."
20,Andorra,2015,Health personnel: Dentists (number),64,,"World Health Organisation (WHO), Geneva, WHO Global Health Workforce statistics database, last accessed June 2021."
20,Andorra,2015,Health personnel: Dentists (per 1000 population),0.8,,"World Health Organisation (WHO), Geneva, WHO Global Health Workforce statistics database, last accessed June 2021."
20,Andorra,2015,Health personnel: Pharmacists (number),79,,"World Health Organisation (WHO), Geneva, WHO Global Health Workforce statistics database, last accessed June 2021."
20,Andorra,2015,Health personnel: Pharmacists (per 1000 population),1,,"World Health Organisation (WHO), Geneva, WHO Global Health Workforce statistics database, last accessed June 2021."
20,Andorra,2015,Health personnel: Nurses and midwives (number),313,,"World Health Organisation (WHO), Geneva, WHO Global Health Workforce statistics database, last accessed June 2021."
20,Andorra,2015,Health personnel: Nurses and midwives personnel (per 1000 population),4,,"World Health Organisation (WHO), Geneva, WHO Global Health Workforce statistics database, last accessed June 2021."
24,Angola,2004,Health personnel: Physicians (number),1165,,"World Health Organisation (WHO), Geneva, WHO Global Health Workforce statistics database, last accessed June 2021."
24,Angola,2004,Health personnel: Physicians (per 1000 population),0.1,,"World Health Organisation (WHO), Geneva, WHO Global Health Workforce statistics database, last accessed June 2021."
24,Angola,2004,Health personnel: Dentists (number),222,,"World Health Organisation (WHO), Geneva, WHO Global Health Workforce statistics database, last accessed June 2021."
24,Angola,2004,Health personnel: Dentists (per 1000 population),0,,"World Health Organisation (WHO), Geneva, WHO Global Health Workforce statistics database, last accessed June 2021."
24,Angola,2004,Health personnel: Pharmacists (number),919,,"World Health Organisation (WHO), Geneva, WHO Global Health Workforce statistics database, last accessed June 2021."
24,Angola,2004,Health personnel: Pharmacists (per 1000 population),0,,"World Health Organisation (WHO), Geneva, WHO Global Health Workforce statistics database, last accessed June 2021."
24,Angola,2004,Health personnel: Nurses and midwives (number),18485,,"World Health Organisation (WHO), Geneva, WHO Global Health Workforce statistics database, last accessed June 2021."
24,Angola,2004,Health personnel: Nurses and midwives personnel (per 1000 population),1,,"World Health Organisation (WHO), Geneva, WHO Global Health Workforce statistics database, last accessed June 2021."
24,Angola,2009,Health personnel: Physicians (number),2956,,"World Health Organisation (WHO), Geneva, WHO Global Health Workforce statistics database, last accessed June 2021."
24,Angola,2009,Health personnel: Physicians (per 1000 population),0.1,,"World Health Organisation (WHO), Geneva, WHO Global Health Workforce statistics database, last accessed June 2021."
24,Angola,2009,Health personnel: Nurses and midwives (number),29592,,"World Health Organisation (WHO), Geneva, WHO Global Health Workforce statistics database, last accessed June 2021."
24,Angola,2009,Health personnel: Nurses and midwives personnel (per 1000 population),1.3,,"World Health Organisation (WHO), Geneva, WHO Global Health Workforce statistics database, last accessed June 2021."
24,Angola,2013,Health personnel: Nurses and midwives (number),30,,"World Health Organisation (WHO), Geneva, WHO Global Health Workforce statistics database, last accessed June 2021."
24,Angola,2013,Health personnel: Nurses and midwives personnel (per 1000 population),0,,"World Health Organisation (WHO), Geneva, WHO Global Health Workforce statistics database, last accessed June 2021."
24,Angola,2017,Health personnel: Physicians (number),6400,,"World Health Organisation (WHO), Geneva, WHO Global Health Workforce statistics database, last accessed June 2021."
24,Angola,2017,Health personnel: Physicians (per 1000 population),0.2,,"World Health Organisation (WHO), Geneva, WHO Global Health Workforce statistics database, last accessed June 2021."
24,Angola,2018,Health personnel: Dentists (number),34,,"World Health Organisation (WHO), Geneva, WHO Global Health Workforce statistics database, last accessed June 2021."
24,Angola,2018,Health personnel: Dentists (per 1000 population),0,,"World Health Organisation (WHO), Geneva, WHO Global Health Workforce statistics database, last accessed June 2021."
24,Angola,2018,Health personnel: Nurses and midwives (number),12554,,"World Health Organisation (WHO), Geneva, WHO Global Health Workforce statistics database, last accessed June 2021."
24,Angola,2018,Health personnel: Nurses and midwives personnel (per 1000 population),0.4,,"World Health Organisation (WHO), Geneva, WHO Global Health Workforce statistics database, last accessed June 2021."
28,Antigua and Barbuda,2007,Health personnel: Physicians (number),144,,"World Health Organisation (WHO), Geneva, WHO Global Health Workforce statistics database, last accessed June 2021."
28,Antigua and Barbuda,2007,Health personnel: Physicians (per 1000 population),1.7,,"World Health Organisation (WHO), Geneva, WHO Global Health Workforce statistics database, last accessed June 2021."
28,Antigua and Barbuda,2007,Health personnel: Pharmacists (number),15,,"World Health Organisation (WHO), Geneva, WHO Global Health Workforce statistics database, last accessed June 2021."
28,Antigua and Barbuda,2007,Health personnel: Pharmacists (per 1000 population),0.2,,"World Health Organisation (WHO), Geneva, WHO Global Health Workforce statistics database, last accessed June 2021."
28,Antigua and Barbuda,2007,Health personnel: Nurses and midwives (number),277,,"World Health Organisation (WHO), Geneva, WHO Global Health Workforce statistics database, last accessed June 2021."
28,Antigua and Barbuda,2007,Health personnel: Nurses and midwives personnel (per 1000 population),3.3,,"World Health Organisation (WHO), Geneva, WHO Global Health Workforce statistics database, last accessed June 2021."
28,Antigua and Barbuda,2008,Health personnel: Physicians (number),45,,"World Health Organisation (WHO), Geneva, WHO Global Health Workforce statistics database, last accessed June 2021."
28,Antigua and Barbuda,2008,Health personnel: Physicians (per 1000 population),0.5,,"World Health Organisation (WHO), Geneva, WHO Global Health Workforce statistics database, last accessed June 2021."
28,Antigua and Barbuda,2014,Health personnel: Dentists (number),4,,"World Health Organisation (WHO), Geneva, WHO Global Health Workforce statistics database, last accessed June 2021."
28,Antigua and Barbuda,2014,Health personnel: Dentists (per 1000 population),0,,"World Health Organisation (WHO), Geneva, WHO Global Health Workforce statistics database, last accessed June 2021."
28,Antigua and Barbuda,2014,Health personnel: Nurses and midwives (number),434,,"World Health Organisation (WHO), Geneva, WHO Global Health Workforce statistics database, last accessed June 2021."
28,Antigua and Barbuda,2014,Health personnel: Nurses and midwives personnel (per 1000 population),4.7,,"World Health Organisation (WHO), Geneva, WHO Global Health Workforce statistics database, last accessed June 2021."
